Date,Meal,Block,Portion_Type,Served_Count,Avg_Weight_kg,Prepared_kg,Consumed_kg,Wasted_kg
2023-07-04,Dinner,D,Full,63,0.25,15.75,12.05,3.7
2023-07-04,Dinner,D,Half,115,0.2,23.0,18.39,4.61
2023-07-04,Dinner,D,Quarter,119,0.1,11.9,9.27,2.63
2023-07-05,Lunch,A,Full,67,0.25,16.75,15.77,0.98
2023-07-05,Lunch,A,Half,92,0.2,18.4,13.89,4.51
2023-07-05,Lunch,A,Quarter,84,0.1,8.4,8.14,0.26
2023-07-05,Lunch,B,Full,111,0.25,27.75,26.18,1.57
2023-07-05,Lunch,B,Half,63,0.2,12.6,11.66,0.94
2023-07-05,Lunch,B,Quarter,118,0.1,11.8,10.31,1.49
2023-07-05,Lunch,C,Full,110,0.25,27.5,22.91,4.59
2023-07-05,Lunch,C,Half,126,0.2,25.2,22.03,3.17
2023-07-05,Lunch,C,Quarter,131,0.1,13.1,12.56,0.54
2023-07-05,Lunch,D,Full,137,0.25,34.25,29.88,4.37
2023-07-05,Lunch,D,Half,118,0.2,23.6,22.68,0.92
2023-07-05,Lunch,D,Quarter,123,0.1,12.3,10.16,2.14
2023-07-05,Dinner,A,Full,147,0.25,36.75,31.51,5.24
2023-07-05,Dinner,A,Half,77,0.2,15.4,14.21,1.19
2023-07-05,Dinner,A,Quarter,86,0.1,8.6,6.77,1.83
2023-07-05,Dinner,B,Full,98,0.25,24.5,23.59,0.91
2023-07-05,Dinner,B,Half,147,0.2,29.4,23.5,5.9
2023-07-05,Dinner,B,Quarter,43,0.1,4.3,3.54,0.76
2023-07-05,Dinner,C,Full,116,0.25,29.0,22.88,6.12
2023-07-05,Dinner,C,Half,85,0.2,17.0,15.73,1.27
2023-07-05,Dinner,C,Quarter,99,0.1,9.9,7.87,2.03
2023-07-05,Dinner,D,Full,125,0.25,31.25,24.2,7.05
2023-07-05,Dinner,D,Half,135,0.2,27.0,24.71,2.29
2023-07-05,Dinner,D,Quarter,95,0.1,9.5,8.37,1.13
2023-07-06,Lunch,A,Full,61,0.25,15.25,11.95,3.3
2023-07-06,Lunch,A,Half,58,0.2,11.6,11.55,0.05
2023-07-06,Lunch,A,Quarter,133,0.1,13.3,13.2,0.1
2023-07-06,Lunch,B,Full,117,0.25,29.25,22.43,6.82
2023-07-06,Lunch,B,Half,142,0.2,28.4,23.93,4.47
2023-07-06,Lunch,B,Quarter,120,0.1,12.0,10.1,1.9
2023-07-06,Lunch,C,Full,115,0.25,28.75,28.63,0.12
2023-07-06,Lunch,C,Half,82,0.2,16.4,13.38,3.02
2023-07-06,Lunch,C,Quarter,149,0.1,14.9,14.32,0.58
2023-07-06,Lunch,D,Full,90,0.25,22.5,20.7,1.8
2023-07-06,Lunch,D,Half,72,0.2,14.4,13.79,0.61
2023-07-06,Lunch,D,Quarter,74,0.1,7.4,6.32,1.08
2023-07-06,Dinner,A,Full,83,0.25,20.75,19.68,1.07
2023-07-06,Dinner,A,Half,87,0.2,17.4,16.67,0.73
2023-07-06,Dinner,A,Quarter,47,0.1,4.7,3.71,0.99
2023-07-06,Dinner,B,Full,116,0.25,29.0,24.18,4.82
2023-07-06,Dinner,B,Half,59,0.2,11.8,9.55,2.25
2023-07-06,Dinner,B,Quarter,122,0.1,12.2,9.26,2.94
2023-07-06,Dinner,C,Full,46,0.25,11.5,9.27,2.23
2023-07-06,Dinner,C,Half,124,0.2,24.8,19.53,5.27
2023-07-06,Dinner,C,Quarter,82,0.1,8.2,6.17,2.03
2023-07-06,Dinner,D,Full,99,0.25,24.75,19.1,5.65
2023-07-06,Dinner,D,Half,118,0.2,23.6,22.97,0.63
2023-07-06,Dinner,D,Quarter,69,0.1,6.9,5.92,0.98
2023-07-07,Lunch,A,Full,114,0.25,28.5,28.08,0.42
2023-07-07,Lunch,A,Half,111,0.2,22.2,18.43,3.77
2023-07-07,Lunch,A,Quarter,85,0.1,8.5,7.83,0.67
2023-07-07,Lunch,B,Full,56,0.25,14.0,12.2,1.8
2023-07-07,Lunch,B,Half,54,0.2,10.8,9.72,1.08
2023-07-07,Lunch,B,Quarter,93,0.1,9.3,6.98,2.32
2023-07-07,Lunch,C,Full,90,0.25,22.5,18.94,3.56
2023-07-07,Lunch,C,Half,99,0.2,19.8,18.82,0.98
2023-07-07,Lunch,C,Quarter,103,0.1,10.3,7.77,2.53
2023-07-07,Lunch,D,Full,85,0.25,21.25,19.5,1.75
2023-07-07,Lunch,D,Half,62,0.2,12.4,9.6,2.8
2023-07-07,Lunch,D,Quarter,135,0.1,13.5,12.83,0.67
2023-07-07,Dinner,A,Full,84,0.25,21.0,16.83,4.17
2023-07-07,Dinner,A,Half,51,0.2,10.2,9.89,0.31
2023-07-07,Dinner,A,Quarter,120,0.1,12.0,10.34,1.66
2023-07-07,Dinner,B,Full,58,0.25,14.5,11.53,2.97
2023-07-07,Dinner,B,Half,76,0.2,15.2,12.6,2.6
2023-07-07,Dinner,B,Quarter,145,0.1,14.5,11.61,2.89
2023-07-07,Dinner,C,Full,57,0.25,14.25,12.63,1.62
2023-07-07,Dinner,C,Half,47,0.2,9.4,7.26,2.14
2023-07-07,Dinner,C,Quarter,46,0.1,4.6,3.83,0.77
2023-07-07,Dinner,D,Full,86,0.25,21.5,20.02,1.48
2023-07-07,Dinner,D,Half,69,0.2,13.8,13.07,0.73
2023-07-07,Dinner,D,Quarter,133,0.1,13.3,12.08,1.22
2023-07-08,Lunch,A,Full,68,0.25,17.0,14.77,2.23
2023-07-08,Lunch,A,Half,112,0.2,22.4,22.06,0.34
2023-07-08,Lunch,A,Quarter,144,0.1,14.4,13.01,1.39
2023-07-08,Lunch,B,Full,145,0.25,36.25,34.51,1.74
2023-07-08,Lunch,B,Half,110,0.2,22.0,17.45,4.55
2023-07-08,Lunch,B,Quarter,100,0.1,10.0,9.47,0.53
2023-07-08,Lunch,C,Full,72,0.25,18.0,16.29,1.71
2023-07-08,Lunch,C,Half,113,0.2,22.6,21.71,0.89
2023-07-08,Lunch,C,Quarter,67,0.1,6.7,5.39,1.31
2023-07-08,Lunch,D,Full,60,0.25,15.0,12.54,2.46
2023-07-08,Lunch,D,Half,143,0.2,28.6,27.45,1.15
2023-07-08,Lunch,D,Quarter,127,0.1,12.7,12.08,0.62
2023-07-08,Dinner,A,Full,109,0.25,27.25,26.49,0.76
2023-07-08,Dinner,A,Half,142,0.2,28.4,26.05,2.35
2023-07-08,Dinner,A,Quarter,73,0.1,7.3,6.24,1.06
2023-07-08,Dinner,B,Full,140,0.25,35.0,28.08,6.92
2023-07-08,Dinner,B,Half,86,0.2,17.2,13.05,4.15
2023-07-08,Dinner,B,Quarter,122,0.1,12.2,11.04,1.16
2023-07-08,Dinner,C,Full,47,0.25,11.75,10.16,1.59
2023-07-08,Dinner,C,Half,142,0.2,28.4,21.65,6.75
2023-07-08,Dinner,C,Quarter,83,0.1,8.3,6.59,1.71
2023-07-08,Dinner,D,Full,44,0.25,11.0,10.69,0.31
2023-07-08,Dinner,D,Half,124,0.2,24.8,19.76,5.04
2023-07-08,Dinner,D,Quarter,104,0.1,10.4,7.89,2.51
2023-07-09,Lunch,A,Full,92,0.25,23.0,21.01,1.99
2023-07-09,Lunch,A,Half,87,0.2,17.4,15.33,2.07
2023-07-09,Lunch,A,Quarter,72,0.1,7.2,6.58,0.62
2023-07-09,Lunch,B,Full,84,0.25,21.0,19.11,1.89
2023-07-09,Lunch,B,Half,67,0.2,13.4,12.55,0.85
2023-07-09,Lunch,B,Quarter,96,0.1,9.6,8.13,1.47
2023-07-09,Lunch,C,Full,125,0.25,31.25,27.54,3.71
2023-07-09,Lunch,C,Half,42,0.2,8.4,8.12,0.28
2023-07-09,Lunch,C,Quarter,65,0.1,6.5,6.05,0.45
2023-07-09,Lunch,D,Full,147,0.25,36.75,32.79,3.96
2023-07-09,Lunch,D,Half,66,0.2,13.2,10.48,2.72
2023-07-09,Lunch,D,Quarter,111,0.1,11.1,10.75,0.35
2023-07-09,Dinner,A,Full,131,0.25,32.75,27.44,5.31
2023-07-09,Dinner,A,Half,109,0.2,21.8,17.6,4.2
2023-07-09,Dinner,A,Quarter,58,0.1,5.8,4.38,1.42
2023-07-09,Dinner,B,Full,78,0.25,19.5,15.19,4.31
2023-07-09,Dinner,B,Half,84,0.2,16.8,13.98,2.82
2023-07-09,Dinner,B,Quarter,61,0.1,6.1,5.5,0.6
2023-07-09,Dinner,C,Full,129,0.25,32.25,28.23,4.02
2023-07-09,Dinner,C,Half,138,0.2,27.6,20.75,6.85
2023-07-09,Dinner,C,Quarter,99,0.1,9.9,8.5,1.4
2023-07-09,Dinner,D,Full,48,0.25,12.0,11.71,0.29
2023-07-09,Dinner,D,Half,133,0.2,26.6,23.8,2.8
2023-07-09,Dinner,D,Quarter,87,0.1,8.7,6.58,2.12
2023-07-10,Lunch,A,Full,42,0.25,10.5,9.13,1.37
2023-07-10,Lunch,A,Half,51,0.2,10.2,7.91,2.29
2023-07-10,Lunch,A,Quarter,72,0.1,7.2,6.71,0.49
2023-07-10,Lunch,B,Full,56,0.25,14.0,10.99,3.01
2023-07-10,Lunch,B,Half,109,0.2,21.8,19.9,1.9
2023-07-10,Lunch,B,Quarter,115,0.1,11.5,11.19,0.31
2023-07-10,Lunch,C,Full,133,0.25,33.25,30.06,3.19
2023-07-10,Lunch,C,Half,60,0.2,12.0,10.07,1.93
2023-07-10,Lunch,C,Quarter,99,0.1,9.9,8.1,1.8
2023-07-10,Lunch,D,Full,150,0.25,37.5,33.14,4.36
2023-07-10,Lunch,D,Half,115,0.2,23.0,21.27,1.73
2023-07-10,Lunch,D,Quarter,114,0.1,11.4,10.15,1.25
2023-07-10,Dinner,A,Full,106,0.25,26.5,26.38,0.12
2023-07-10,Dinner,A,Half,71,0.2,14.2,11.11,3.09
2023-07-10,Dinner,A,Quarter,49,0.1,4.9,4.11,0.79
2023-07-10,Dinner,B,Full,64,0.25,16.0,13.01,2.99
2023-07-10,Dinner,B,Half,61,0.2,12.2,12.18,0.02
2023-07-10,Dinner,B,Quarter,42,0.1,4.2,3.57,0.63
2023-07-10,Dinner,C,Full,72,0.25,18.0,14.64,3.36
2023-07-10,Dinner,C,Half,95,0.2,19.0,15.22,3.78
2023-07-10,Dinner,C,Quarter,133,0.1,13.3,11.46,1.84
2023-07-10,Dinner,D,Full,79,0.25,19.75,17.03,2.72
2023-07-10,Dinner,D,Half,52,0.2,10.4,10.26,0.14
2023-07-10,Dinner,D,Quarter,76,0.1,7.6,7.03,0.57
2023-07-11,Lunch,A,Full,103,0.25,25.75,23.51,2.24
2023-07-11,Lunch,A,Half,121,0.2,24.2,22.83,1.37
2023-07-11,Lunch,A,Quarter,59,0.1,5.9,5.07,0.83
2023-07-11,Lunch,B,Full,144,0.25,36.0,31.37,4.63
2023-07-11,Lunch,B,Half,59,0.2,11.8,9.03,2.77
2023-07-11,Lunch,B,Quarter,116,0.1,11.6,10.32,1.28
2023-07-11,Lunch,C,Full,127,0.25,31.75,27.73,4.02
2023-07-11,Lunch,C,Half,109,0.2,21.8,17.6,4.2
2023-07-11,Lunch,C,Quarter,135,0.1,13.5,12.28,1.22
2023-07-11,Lunch,D,Full,78,0.25,19.5,17.89,1.61
2023-07-11,Lunch,D,Half,111,0.2,22.2,21.86,0.34
2023-07-11,Lunch,D,Quarter,76,0.1,7.6,6.62,0.98
2023-07-11,Dinner,A,Full,117,0.25,29.25,29.01,0.24
2023-07-11,Dinner,A,Half,49,0.2,9.8,8.28,1.52
2023-07-11,Dinner,A,Quarter,48,0.1,4.8,4.39,0.41
2023-07-11,Dinner,B,Full,138,0.25,34.5,30.58,3.92
2023-07-11,Dinner,B,Half,82,0.2,16.4,14.92,1.48
2023-07-11,Dinner,B,Quarter,131,0.1,13.1,10.61,2.49
2023-07-11,Dinner,C,Full,123,0.25,30.75,30.25,0.5
2023-07-11,Dinner,C,Half,124,0.2,24.8,24.24,0.56
2023-07-11,Dinner,C,Quarter,64,0.1,6.4,6.01,0.39
2023-07-11,Dinner,D,Full,85,0.25,21.25,19.38,1.87
2023-07-11,Dinner,D,Half,111,0.2,22.2,18.96,3.24
2023-07-11,Dinner,D,Quarter,116,0.1,11.6,9.69,1.91
2023-07-12,Lunch,A,Full,107,0.25,26.75,21.13,5.62
2023-07-12,Lunch,A,Half,113,0.2,22.6,20.29,2.31
2023-07-12,Lunch,A,Quarter,72,0.1,7.2,5.7,1.5
2023-07-12,Lunch,B,Full,97,0.25,24.25,19.36,4.89
2023-07-12,Lunch,B,Half,75,0.2,15.0,11.31,3.69
2023-07-12,Lunch,B,Quarter,126,0.1,12.6,9.64,2.96
2023-07-12,Lunch,C,Full,146,0.25,36.5,32.23,4.27
2023-07-12,Lunch,C,Half,80,0.2,16.0,15.7,0.3
2023-07-12,Lunch,C,Quarter,102,0.1,10.2,9.65,0.55
2023-07-12,Lunch,D,Full,143,0.25,35.75,29.47,6.28
2023-07-12,Lunch,D,Half,41,0.2,8.2,6.43,1.77
2023-07-12,Lunch,D,Quarter,127,0.1,12.7,10.65,2.05
2023-07-12,Dinner,A,Full,75,0.25,18.75,17.17,1.58
2023-07-12,Dinner,A,Half,101,0.2,20.2,15.63,4.57
2023-07-12,Dinner,A,Quarter,144,0.1,14.4,12.01,2.39
2023-07-12,Dinner,B,Full,55,0.25,13.75,11.99,1.76
2023-07-12,Dinner,B,Half,145,0.2,29.0,25.39,3.61
2023-07-12,Dinner,B,Quarter,96,0.1,9.6,7.2,2.4
2023-07-12,Dinner,C,Full,54,0.25,13.5,12.46,1.04
2023-07-12,Dinner,C,Half,49,0.2,9.8,8.28,1.52
2023-07-12,Dinner,C,Quarter,108,0.1,10.8,8.55,2.25
2023-07-12,Dinner,D,Full,67,0.25,16.75,15.67,1.08
2023-07-12,Dinner,D,Half,82,0.2,16.4,13.41,2.99
2023-07-12,Dinner,D,Quarter,55,0.1,5.5,5.46,0.04
2023-07-13,Lunch,A,Full,116,0.25,29.0,26.86,2.14
2023-07-13,Lunch,A,Half,49,0.2,9.8,9.31,0.49
2023-07-13,Lunch,A,Quarter,101,0.1,10.1,9.01,1.09
2023-07-13,Lunch,B,Full,43,0.25,10.75,9.46,1.29
2023-07-13,Lunch,B,Half,121,0.2,24.2,24.0,0.2
2023-07-13,Lunch,B,Quarter,44,0.1,4.4,4.06,0.34
2023-07-13,Lunch,C,Full,41,0.25,10.25,8.31,1.94
2023-07-13,Lunch,C,Half,97,0.2,19.4,16.4,3.0
2023-07-13,Lunch,C,Quarter,55,0.1,5.5,4.56,0.94
2023-07-13,Lunch,D,Full,110,0.25,27.5,21.42,6.08
2023-07-13,Lunch,D,Half,107,0.2,21.4,17.96,3.44
2023-07-13,Lunch,D,Quarter,139,0.1,13.9,11.91,1.99
2023-07-13,Dinner,A,Full,105,0.25,26.25,22.52,3.73
2023-07-13,Dinner,A,Half,129,0.2,25.8,25.11,0.69
2023-07-13,Dinner,A,Quarter,136,0.1,13.6,12.09,1.51
2023-07-13,Dinner,B,Full,144,0.25,36.0,31.94,4.06
2023-07-13,Dinner,B,Half,138,0.2,27.6,27.58,0.02
2023-07-13,Dinner,B,Quarter,55,0.1,5.5,5.44,0.06
2023-07-13,Dinner,C,Full,44,0.25,11.0,9.13,1.87
2023-07-13,Dinner,C,Half,101,0.2,20.2,19.15,1.05
2023-07-13,Dinner,C,Quarter,47,0.1,4.7,4.01,0.69
2023-07-13,Dinner,D,Full,87,0.25,21.75,18.01,3.74
2023-07-13,Dinner,D,Half,107,0.2,21.4,17.93,3.47
2023-07-13,Dinner,D,Quarter,105,0.1,10.5,9.47,1.03
2023-07-14,Lunch,A,Full,46,0.25,11.5,8.9,2.6
2023-07-14,Lunch,A,Half,80,0.2,16.0,15.61,0.39
2023-07-14,Lunch,A,Quarter,50,0.1,5.0,4.66,0.34
2023-07-14,Lunch,B,Full,106,0.25,26.5,25.63,0.87
2023-07-14,Lunch,B,Half,59,0.2,11.8,10.77,1.03
2023-07-14,Lunch,B,Quarter,88,0.1,8.8,8.05,0.75
2023-07-14,Lunch,C,Full,123,0.25,30.75,26.28,4.47
2023-07-14,Lunch,C,Half,143,0.2,28.6,26.98,1.62
2023-07-14,Lunch,C,Quarter,79,0.1,7.9,6.05,1.85
2023-07-14,Lunch,D,Full,84,0.25,21.0,17.6,3.4
2023-07-14,Lunch,D,Half,147,0.2,29.4,23.01,6.39
2023-07-14,Lunch,D,Quarter,112,0.1,11.2,9.5,1.7
2023-07-14,Dinner,A,Full,132,0.25,33.0,27.13,5.87
2023-07-14,Dinner,A,Half,135,0.2,27.0,26.39,0.61
2023-07-14,Dinner,A,Quarter,45,0.1,4.5,3.69,0.81
2023-07-14,Dinner,B,Full,119,0.25,29.75,27.13,2.62
2023-07-14,Dinner,B,Half,122,0.2,24.4,18.42,5.98
2023-07-14,Dinner,B,Quarter,84,0.1,8.4,8.22,0.18
2023-07-14,Dinner,C,Full,121,0.25,30.25,29.8,0.45
2023-07-14,Dinner,C,Half,43,0.2,8.6,8.5,0.1
2023-07-14,Dinner,C,Quarter,106,0.1,10.6,8.2,2.4
2023-07-14,Dinner,D,Full,104,0.25,26.0,24.3,1.7
2023-07-14,Dinner,D,Half,148,0.2,29.6,27.13,2.47
2023-07-14,Dinner,D,Quarter,133,0.1,13.3,12.22,1.08
2023-07-15,Lunch,A,Full,110,0.25,27.5,22.53,4.97
2023-07-15,Lunch,A,Half,133,0.2,26.6,20.5,6.1
2023-07-15,Lunch,A,Quarter,117,0.1,11.7,9.57,2.13
2023-07-15,Lunch,B,Full,123,0.25,30.75,29.69,1.06
2023-07-15,Lunch,B,Half,90,0.2,18.0,13.96,4.04
2023-07-15,Lunch,B,Quarter,126,0.1,12.6,10.84,1.76
2023-07-15,Lunch,C,Full,45,0.25,11.25,10.35,0.9
2023-07-15,Lunch,C,Half,79,0.2,15.8,13.67,2.13
2023-07-15,Lunch,C,Quarter,48,0.1,4.8,4.34,0.46
2023-07-15,Lunch,D,Full,118,0.25,29.5,25.15,4.35
2023-07-15,Lunch,D,Half,67,0.2,13.4,11.47,1.93
2023-07-15,Lunch,D,Quarter,90,0.1,9.0,7.09,1.91
2023-07-15,Dinner,A,Full,74,0.25,18.5,18.46,0.04
2023-07-15,Dinner,A,Half,77,0.2,15.4,14.42,0.98
2023-07-15,Dinner,A,Quarter,80,0.1,8.0,6.95,1.05
2023-07-15,Dinner,B,Full,150,0.25,37.5,28.86,8.64
2023-07-15,Dinner,B,Half,69,0.2,13.8,12.11,1.69
2023-07-15,Dinner,B,Quarter,108,0.1,10.8,8.92,1.88
2023-07-15,Dinner,C,Full,40,0.25,10.0,9.58,0.42
2023-07-15,Dinner,C,Half,126,0.2,25.2,22.76,2.44
2023-07-15,Dinner,C,Quarter,91,0.1,9.1,7.15,1.95
2023-07-15,Dinner,D,Full,139,0.25,34.75,30.55,4.2
2023-07-15,Dinner,D,Half,125,0.2,25.0,19.96,5.04
2023-07-15,Dinner,D,Quarter,104,0.1,10.4,8.96,1.44
2023-07-16,Lunch,A,Full,90,0.25,22.5,17.67,4.83
2023-07-16,Lunch,A,Half,143,0.2,28.6,25.15,3.45
2023-07-16,Lunch,A,Quarter,106,0.1,10.6,8.35,2.25
2023-07-16,Lunch,B,Full,47,0.25,11.75,11.74,0.01
2023-07-16,Lunch,B,Half,86,0.2,17.2,14.33,2.87
2023-07-16,Lunch,B,Quarter,67,0.1,6.7,6.3,0.4
2023-07-16,Lunch,C,Full,64,0.25,16.0,14.13,1.87
2023-07-16,Lunch,C,Half,114,0.2,22.8,17.67,5.13
2023-07-16,Lunch,C,Quarter,76,0.1,7.6,6.94,0.66
2023-07-16,Lunch,D,Full,121,0.25,30.25,25.62,4.63
2023-07-16,Lunch,D,Half,137,0.2,27.4,23.29,4.11
2023-07-16,Lunch,D,Quarter,106,0.1,10.6,8.28,2.32
2023-07-16,Dinner,A,Full,141,0.25,35.25,29.15,6.1
2023-07-16,Dinner,A,Half,119,0.2,23.8,22.47,1.33
2023-07-16,Dinner,A,Quarter,131,0.1,13.1,11.23,1.87
2023-07-16,Dinner,B,Full,43,0.25,10.75,8.71,2.04
2023-07-16,Dinner,B,Half,59,0.2,11.8,10.32,1.48
2023-07-16,Dinner,B,Quarter,97,0.1,9.7,8.57,1.13
2023-07-16,Dinner,C,Full,56,0.25,14.0,11.85,2.15
2023-07-16,Dinner,C,Half,51,0.2,10.2,9.15,1.05
2023-07-16,Dinner,C,Quarter,149,0.1,14.9,11.9,3.0
2023-07-16,Dinner,D,Full,114,0.25,28.5,22.06,6.44
2023-07-16,Dinner,D,Half,73,0.2,14.6,12.59,2.01
2023-07-16,Dinner,D,Quarter,78,0.1,7.8,6.38,1.42
2023-07-17,Lunch,A,Full,91,0.25,22.75,17.1,5.65
2023-07-17,Lunch,A,Half,66,0.2,13.2,10.25,2.95
2023-07-17,Lunch,A,Quarter,47,0.1,4.7,4.15,0.55
2023-07-17,Lunch,B,Full,108,0.25,27.0,21.78,5.22
2023-07-17,Lunch,B,Half,88,0.2,17.6,13.78,3.82
2023-07-17,Lunch,B,Quarter,113,0.1,11.3,9.22,2.08
2023-07-17,Lunch,C,Full,64,0.25,16.0,13.95,2.05
2023-07-17,Lunch,C,Half,88,0.2,17.6,14.41,3.19
2023-07-17,Lunch,C,Quarter,66,0.1,6.6,6.46,0.14
2023-07-17,Lunch,D,Full,96,0.25,24.0,19.54,4.46
2023-07-17,Lunch,D,Half,70,0.2,14.0,13.52,0.48
2023-07-17,Lunch,D,Quarter,60,0.1,6.0,4.65,1.35
2023-07-17,Dinner,A,Full,45,0.25,11.25,9.37,1.88
2023-07-17,Dinner,A,Half,82,0.2,16.4,13.04,3.36
2023-07-17,Dinner,A,Quarter,69,0.1,6.9,5.89,1.01
2023-07-17,Dinner,B,Full,56,0.25,14.0,13.26,0.74
2023-07-17,Dinner,B,Half,147,0.2,29.4,22.24,7.16
2023-07-17,Dinner,B,Quarter,53,0.1,5.3,4.85,0.45
2023-07-17,Dinner,C,Full,51,0.25,12.75,12.69,0.06
2023-07-17,Dinner,C,Half,119,0.2,23.8,22.06,1.74
2023-07-17,Dinner,C,Quarter,145,0.1,14.5,13.1,1.4
2023-07-17,Dinner,D,Full,80,0.25,20.0,15.44,4.56
2023-07-17,Dinner,D,Half,82,0.2,16.4,13.7,2.7
2023-07-17,Dinner,D,Quarter,131,0.1,13.1,12.6,0.5
2023-07-18,Lunch,A,Full,66,0.25,16.5,12.57,3.93
2023-07-18,Lunch,A,Half,138,0.2,27.6,22.59,5.01
2023-07-18,Lunch,A,Quarter,75,0.1,7.5,5.97,1.53
2023-07-18,Lunch,B,Full,55,0.25,13.75,12.15,1.6
2023-07-18,Lunch,B,Half,118,0.2,23.6,22.55,1.05
2023-07-18,Lunch,B,Quarter,103,0.1,10.3,9.63,0.67
2023-07-18,Lunch,C,Full,127,0.25,31.75,28.46,3.29
2023-07-18,Lunch,C,Half,75,0.2,15.0,13.46,1.54
2023-07-18,Lunch,C,Quarter,89,0.1,8.9,7.59,1.31
2023-07-18,Lunch,D,Full,67,0.25,16.75,12.88,3.87
2023-07-18,Lunch,D,Half,66,0.2,13.2,11.21,1.99
2023-07-18,Lunch,D,Quarter,90,0.1,9.0,7.05,1.95
2023-07-18,Dinner,A,Full,49,0.25,12.25,11.19,1.06
2023-07-18,Dinner,A,Half,98,0.2,19.6,15.01,4.59
2023-07-18,Dinner,A,Quarter,100,0.1,10.0,7.71,2.29
2023-07-18,Dinner,B,Full,109,0.25,27.25,26.53,0.72
2023-07-18,Dinner,B,Half,148,0.2,29.6,22.56,7.04
2023-07-18,Dinner,B,Quarter,98,0.1,9.8,7.53,2.27
2023-07-18,Dinner,C,Full,104,0.25,26.0,25.01,0.99
2023-07-18,Dinner,C,Half,40,0.2,8.0,6.81,1.19
2023-07-18,Dinner,C,Quarter,89,0.1,8.9,7.85,1.05
2023-07-18,Dinner,D,Full,58,0.25,14.5,12.91,1.59
2023-07-18,Dinner,D,Half,83,0.2,16.6,13.13,3.47
2023-07-18,Dinner,D,Quarter,119,0.1,11.9,9.86,2.04
2023-07-19,Lunch,A,Full,43,0.25,10.75,9.01,1.74
2023-07-19,Lunch,A,Half,48,0.2,9.6,7.78,1.82
2023-07-19,Lunch,A,Quarter,53,0.1,5.3,4.57,0.73
2023-07-19,Lunch,B,Full,51,0.25,12.75,10.4,2.35
2023-07-19,Lunch,B,Half,71,0.2,14.2,13.42,0.78
2023-07-19,Lunch,B,Quarter,57,0.1,5.7,4.9,0.8
2023-07-19,Lunch,C,Full,114,0.25,28.5,26.77,1.73
2023-07-19,Lunch,C,Half,108,0.2,21.6,16.98,4.62
2023-07-19,Lunch,C,Quarter,111,0.1,11.1,9.91,1.19
2023-07-19,Lunch,D,Full,109,0.25,27.25,24.89,2.36
2023-07-19,Lunch,D,Half,73,0.2,14.6,14.21,0.39
2023-07-19,Lunch,D,Quarter,143,0.1,14.3,12.06,2.24
2023-07-19,Dinner,A,Full,134,0.25,33.5,25.44,8.06
2023-07-19,Dinner,A,Half,147,0.2,29.4,25.35,4.05
2023-07-19,Dinner,A,Quarter,81,0.1,8.1,6.13,1.97
2023-07-19,Dinner,B,Full,47,0.25,11.75,9.83,1.92
2023-07-19,Dinner,B,Half,98,0.2,19.6,19.34,0.26
2023-07-19,Dinner,B,Quarter,46,0.1,4.6,3.81,0.79
2023-07-19,Dinner,C,Full,81,0.25,20.25,19.93,0.32
2023-07-19,Dinner,C,Half,91,0.2,18.2,15.39,2.81
2023-07-19,Dinner,C,Quarter,103,0.1,10.3,7.98,2.32
2023-07-19,Dinner,D,Full,150,0.25,37.5,31.12,6.38
2023-07-19,Dinner,D,Half,140,0.2,28.0,22.38,5.62
2023-07-19,Dinner,D,Quarter,143,0.1,14.3,12.3,2.0
2023-07-20,Lunch,A,Full,73,0.25,18.25,16.1,2.15
2023-07-20,Lunch,A,Half,81,0.2,16.2,13.64,2.56
2023-07-20,Lunch,A,Quarter,143,0.1,14.3,11.83,2.47
2023-07-20,Lunch,B,Full,104,0.25,26.0,25.54,0.46
2023-07-20,Lunch,B,Half,58,0.2,11.6,9.39,2.21
2023-07-20,Lunch,B,Quarter,55,0.1,5.5,4.64,0.86
2023-07-20,Lunch,C,Full,104,0.25,26.0,19.88,6.12
2023-07-20,Lunch,C,Half,102,0.2,20.4,19.08,1.32
2023-07-20,Lunch,C,Quarter,42,0.1,4.2,3.19,1.01
2023-07-20,Lunch,D,Full,145,0.25,36.25,29.17,7.08
2023-07-20,Lunch,D,Half,66,0.2,13.2,10.25,2.95
2023-07-20,Lunch,D,Quarter,70,0.1,7.0,5.77,1.23
2023-07-20,Dinner,A,Full,125,0.25,31.25,24.7,6.55
2023-07-20,Dinner,A,Half,146,0.2,29.2,29.16,0.04
2023-07-20,Dinner,A,Quarter,88,0.1,8.8,7.94,0.86
2023-07-20,Dinner,B,Full,125,0.25,31.25,23.92,7.33
2023-07-20,Dinner,B,Half,134,0.2,26.8,22.32,4.48
2023-07-20,Dinner,B,Quarter,41,0.1,4.1,3.62,0.48
2023-07-20,Dinner,C,Full,116,0.25,29.0,26.99,2.01
2023-07-20,Dinner,C,Half,40,0.2,8.0,6.53,1.47
2023-07-20,Dinner,C,Quarter,119,0.1,11.9,9.79,2.11
2023-07-20,Dinner,D,Full,106,0.25,26.5,23.59,2.91
2023-07-20,Dinner,D,Half,88,0.2,17.6,13.51,4.09
2023-07-20,Dinner,D,Quarter,126,0.1,12.6,12.07,0.53
2023-07-21,Lunch,A,Full,145,0.25,36.25,28.92,7.33
2023-07-21,Lunch,A,Half,149,0.2,29.8,26.81,2.99
2023-07-21,Lunch,A,Quarter,119,0.1,11.9,9.83,2.07
